# WELL TRACE FROM FRACMAN
# WELL NAME:              Well 2
# WELL HEAD X-COORDINATE: 11.2699999 (m)
# WELL HEAD Y-COORDINATE: 271.420006 (m)
# WELL DATUM (KB, Kelly bushing, from MSL): 2066.62012 (m)
# WELL TYPE:              UNDEFINED
# MD AND TVD ARE REFERENCED (=0) AT WELL DATUM AND INCREASE DOWNWARDS
# XYZ TRACE IS GIVEN IN COORDINATE SYSTEM <Undefined>
# DEPTH (Z, tvd_z) GIVEN IN m-UNITS
# MD IS NOT EXACT (TRACE WAS NOT IMPORTED WITH MD-DATA)
#======================================================================================================================================
      MD              X              Y             Z           
#======================================================================================================================================
    0.000000      11.270000     271.420006    2066.620117
    6.000000      11.270000     271.420006    2060.620117
   43.169998      11.181621     271.284018    2023.450470
   71.609997      11.067901     271.180359    1995.010887
  100.050003      10.968684     271.062744    1966.571297
  128.480000      10.867669     270.990743    1938.141571
  156.419994      10.749694     270.960013    1910.201843
  184.410002      10.668925     271.005748    1882.211990
  212.470005      10.630297     271.187794    1854.152603
  240.489994      10.667029     271.429537    1826.133682
  268.509989      10.774178     271.826096    1798.116699
  296.550009      10.902026     272.237328    1770.079987
  324.560005      10.957059     272.570118    1742.072021
  352.609989      10.966101     272.844121    1714.023376
  380.649994      10.912730     273.112928    1685.984711
  408.619991      10.616092     273.536884    1658.019501
  436.639990      10.446909     273.141196    1630.002808
  464.700010      10.242745     272.835874    1601.945190
  492.689995      10.070028     272.623725    1573.956543
  520.640022      10.075287     272.594932    1546.006531
  548.599995      10.138726     272.595043    1518.046631
  576.629986      10.170174     272.713234    1490.016907
  605.000011      10.171553     272.921191    1461.647644
  624.999981      10.114410     273.093473    1441.648499
  630.800002      10.092853     273.145902    1435.848755
  658.860020       9.891950     273.417605    1407.790771
  686.880009       9.758848     273.622721    1379.771851
  714.900013       9.571936     273.867635    1351.753540
  742.939976       9.404696     274.126643    1323.715271
  770.949982       8.806008     273.756453    1295.714111
  798.999978       8.264263     273.413314    1267.671448
  827.039975       7.994055     273.210805    1239.633484
  855.009995       8.569992     273.286424    1211.669495
  883.030009       9.046029     273.398341    1183.653748
  911.090027       9.351403     273.543016    1155.595764
  939.079983       9.489400     273.744555    1127.606873
  967.029978       9.508222     273.894603    1099.657288
  994.990027       9.641182     274.099187    1071.698303
 1023.020005      10.063003     274.013213    1043.671631
 1051.300015      10.430595     273.969576    1015.394043
 1079.070002      10.818581     273.909720     987.626831
 1106.999949      11.186796     273.868939     959.699341
 1135.149983      11.369082     273.909284     931.549927
 1163.159960      11.544227     274.079784     903.541016
 1191.150044      11.622202     274.280088     875.551758
 1219.229952      11.613042     273.696997     847.477905
 1247.210061      11.535468     273.274331     819.501099
 1275.210019      11.648604     272.925722     791.503540
 1303.220013      11.609630     272.620218     763.495239
 1331.269972      11.591452     272.528995     735.445435
 1359.260039      11.359343     272.284574     707.457397
 1387.210030      10.940635     271.714572     679.516357
 1415.239947      10.816425     271.302388     651.489746
 1443.259976      11.012464     270.919294     623.473022
 1471.299984      11.151868     270.718194     595.434082
 1499.280009      11.294876     270.668533     567.454468
 1527.239974      11.462623     270.747576     539.495117
 1555.290009      11.763461     270.815539     511.446777
 1583.330042      11.370945     270.870843     483.409546
 1611.379977      11.185058     270.878211     455.360229
 1639.410029      11.081509     270.943294     427.330444
 1667.409956      11.103495     271.038527     399.330688
 1695.420039      11.145415     271.086294     371.320679
 1723.470038      11.198730     271.121049     343.270752
 1751.500056      11.918493     271.464050     315.252075
 1779.559960      12.695044     271.958387     287.207275
 1788.910016      12.972972     272.129369     277.862915
 1798.219987      13.261382     272.299120     268.558960
 1807.569993      13.567311     272.519196     259.216553
 1810.000059      13.647153     272.608180     256.789429
 1816.880054      13.875424     273.114451     249.931885
 1826.199998      14.216929     274.303855     240.694458
 1835.539941      14.594765     276.020922     231.521484
 1844.850034      15.010212     278.154236     222.468628
 1854.189998      15.552060     280.671012     213.490479
 1863.519994      16.251571     283.445632     204.610107
 1872.840018      17.114368     286.425103     195.821411
 1882.210012      18.115772     289.670140     187.088501
 1891.550036      19.181830     293.128971     178.478271
 1900.900054      20.395512     296.859869     169.991211
 1910.239980      21.675312     301.007046     161.720947
 1919.590050      22.980324     305.625012     153.696289
 1928.930017      24.308694     310.754052     146.004517
 1938.280028      25.835228     316.345623     138.667847
 1947.670043      27.680648     322.083107     131.467285
 1957.000007      29.848838     327.581749     124.248413
 1966.349974      32.537851     332.939900     117.073364
 1975.699968      35.543886     338.129753     109.900391
 1985.050008      38.821945     343.101189     102.691895
 1994.360041      42.182105     347.744774      95.355469
 2003.709977      45.488910     352.142624      87.796021
 2013.049966      48.800758     356.321137      80.127441
 2022.409993      52.288875     360.512162      72.519653
 2031.749996      56.047569     364.894409      65.177734
 2041.099974      60.006370     369.384789      57.995361
 2050.449972      64.307392     373.758484      50.938843
 2059.770014      68.942451     378.004242      44.057495
 2069.120007      73.835636     382.035004      37.184937
 2078.469961      78.867633     385.928383      30.333496
 2087.779956      83.966152     389.642197      23.485962
 2097.119986      88.907703     393.329544      16.470215
 2106.470076      94.013477     396.984917       9.542480
 2115.839919      99.243305     400.594078       2.656494
 2125.190084     104.361438     404.059319      -4.359375
 2134.509951     109.284893     407.472298     -11.498779
 2143.819957     114.295177     410.666664     -18.666016
 2153.169951     119.266796     414.001168     -25.848389
 2162.520014     124.480052     417.335182     -32.857666
 2171.819939     129.841220     420.668328     -39.686768
 2181.169940     135.513103     424.022667     -46.320068
 2190.530035     141.505046     427.155190     -52.792725
 2199.870039     147.759441     430.075646     -59.084717
 2207.750041     153.233821     432.282997     -64.305176
 2217.100081     159.729030     434.937615     -70.484863
 2226.439939     166.186717     437.592690     -76.688232
 2235.790081     172.636669     440.066002     -82.989502
 2245.130014     179.208858     442.341820     -89.223389
 2254.479970     186.061428     444.598809     -95.170654
 2263.869965     193.220348     446.574730    -100.916748
 2273.199929     200.572856     448.083992    -106.458496
 2282.550010     208.024791     449.545998    -111.913330
 2291.899961     215.718120     450.683419    -117.103760
 2301.250045     223.611507     451.318505    -122.075195
 2310.559946     231.586238     451.402016    -126.878418
 2319.910043     239.619625     450.945854    -131.640869
 2329.249990     247.514156     449.938744    -136.529297
 2338.610023     255.420894     448.577278    -141.350098
 2347.950024     263.447689     447.281533    -145.946533
 2357.299948     271.536113     446.029381    -150.466553
 2366.650040     279.685131     444.898613    -154.909424
 2375.969964     288.064617     443.862313    -158.855469
 2384.200002     295.538707     442.867714    -162.154297
 2385.320019     296.557140     442.730919    -162.599854
 2394.670028     305.052654     441.400566    -166.271240
 2403.979979     313.383556     439.678353    -170.053467
 2413.319983     321.760051     437.741402    -173.702881
 2422.669989     330.302989     435.844353    -176.995605
 2432.039986     338.964275     434.034920    -180.078613
 2441.390003     347.704601     432.430764    -182.986572
 2450.709983     356.494609     430.956673    -185.711426
 2460.019994     365.290935     429.313668    -188.280762
 2469.370010     374.099101     427.457497    -190.809326
 2478.720014     382.853191     425.433235    -193.395996
 2488.019994     391.532299     423.167641    -195.851563
 2497.370009     400.230083     420.587944    -198.113525
 2506.729985     408.952159     417.876335    -200.158447
 2516.070025     417.582225     414.849053    -202.054199
 2525.420015     426.232891     411.782296    -203.838379
 2534.489993     434.625957     408.682595    -205.325928
 2544.100003     443.564556     405.416848    -206.663330
 2553.449997     452.263835     402.117516    -207.590332
 2562.779988     460.983135     398.854035    -208.200439
 2572.119996     469.700633     395.523400    -208.584961
 2582.730009     479.590679     391.697235    -208.931152
 2592.079997     488.303752     388.326401    -209.308105
 2601.419997     497.006175     384.966667    -209.772461
 2610.770008     505.629039     381.402016    -210.374268
 2620.090003     514.168865     377.713585    -210.947998
 2629.470011     522.674510     373.765396    -211.172363
 2657.509987     547.848247     361.416558    -211.000977
 2685.480000     572.856426     348.893395    -210.712891
 2713.499972     597.849224     336.230263    -210.360840
 2741.559975     622.778301     323.352372    -210.106201
 2769.550005     647.675029     310.573666    -209.559082
 2797.499985     672.594036     297.931525    -208.910400
 2825.460016     697.675334     285.579128    -208.578613
 2853.490011     722.809734     273.173311    -208.382813
 2881.499991     748.053081     261.035354    -208.333984
 2909.540018     773.336040     248.910946    -208.216553
 2937.569979     798.860332     237.354081    -209.009033
 2965.619995     824.326580     225.608586    -209.572021
 2993.629988     849.731670     213.848248    -210.486084
 3021.619978     874.995342     201.803498    -210.153809
 3049.700007     900.390117     189.821129    -210.026367
 3077.679983     925.696636     177.885788    -209.943359
 3105.679974     951.023418     165.946289    -209.899414
 3133.689976     976.413127     154.117646    -209.977539
 3161.740027    1001.857585     142.317528    -209.600586
 3189.730013    1027.208599     130.458428    -209.243896
 3217.679968    1052.496684     118.558739    -208.912109
 3245.709997    1078.035991     107.011193    -208.628418
 3273.730023    1103.514873      95.356819    -208.276367
 3301.769985    1128.983135      83.631951    -207.909424
 3329.749995    1154.447124      72.038079    -207.689697
 3357.709986    1179.768901      60.187264    -207.333496
 3385.760020    1205.315532      48.604180    -207.411865
 3413.800038    1230.759014      36.820702    -207.558594
 3441.850006    1256.105083      24.807183    -207.788574
 3469.880030    1281.384258      12.700890    -207.500000
 3497.880026    1306.602031       0.537285    -207.832275
 3525.889973    1331.712139     -11.872932    -207.993652
 3553.940026    1356.734966     -24.545784    -208.243408
 3581.969994    1381.902080     -36.885933    -208.116211
 3610.029982    1407.074321     -49.272224    -207.567627
 3638.040037    1432.478618     -61.069862    -207.543213
 3666.989958    1458.768901     -73.189857    -207.699951
 3693.990048    1483.546367     -83.917152    -207.615234
 3722.020003    1509.134380     -95.357856    -207.409668
 3750.060042    1534.578105    -107.136055    -207.776611
 3778.140028    1559.987529    -119.087379    -207.663818
 3806.170038    1585.513286    -130.660988    -207.252930
 3834.179995    1611.181987    -141.870033    -207.072021
 3862.219971    1637.120098    -152.518623    -206.822510
 3890.250033    1662.663921    -164.046730    -206.274658
 3918.249998    1688.044292    -175.844063    -205.463623
 3946.309965    1713.348247    -187.967689    -205.164795
 3954.999967    1721.203227    -191.682411    -205.037354
 3978.000055    1741.993267    -201.514229    -204.700195
