Well          IntervalSet        Index                 MD_Top[m]              MD_Bottom[m]                 Length[m]  Interval  ParentWell                  X_Top[m]                  Y_Top[m]                  Z_Top[m]               X_Bottom[m]               Y_Bottom[m]               Z_Bottom[m]               X_Center[m]               Y_Center[m]               Z_Center[m]
"Well 6"    "Well_6_stages"           11       3113.81005859375      3145.614990234375        31.804931640625     "26"   "Well 6"      681.4924535369501     -478.6713513182476        -217.5341796875      709.9431371307001     -492.8713635252789      -217.067138671875      695.6642064666376     -485.8766735838726      -217.170654296875
"Well 6"    "Well_6_stages"           12      3150.614990234375       3182.97998046875        32.364990234375     "25"   "Well 6"      714.4504003142938     -495.0356701659039       -217.07763671875      743.6163549041376     -509.0636242674664      -216.920654296875      729.0365209197626     -502.0437268065289      -217.072998046875
"Well 6"    "Well_6_stages"           13       3187.97998046875        3221.1201171875         33.14013671875     "24"   "Well 6"      748.1211766814813     -511.2326306151226      -216.873291015625      778.3069066619501     -524.9071301268414      -216.786865234375      763.1952733611688     -518.1101940916851        -216.8291015625
"Well 6"    "Well_6_stages"           14        3226.1201171875      3259.275146484375        33.155029296875     "23"   "Well 6"      782.8639745330438     -526.9627941893414      -216.701416015625      813.0577001189813     -540.6510876463726      -216.272705078125      797.9729222869501     -533.7784069823101      -216.417724609375
"Well 6"    "Well_6_stages"           15      3264.275146484375        3297.6298828125        33.354736328125     "22"   "Well 6"      817.6045140838251     -542.7308605955914       -216.24560546875      847.9606542205438     -556.5395764159039      -215.701416015625      832.7764501189813     -549.6516979979351      -216.065185546875
"Well 6"    "Well_6_stages"           16        3302.6298828125      3335.954833984375        33.324951171875     "21"   "Well 6"      852.5129613494501     -558.6045788573101      -215.592529296875      882.8528661346063     -572.3858288573101      -215.275634765625      867.6794042205438     -565.5025280760601        -215.4052734375
"Well 6"    "Well_6_stages"           17      3340.954833984375       3373.97509765625        33.020263671875     "20"   "Well 6"      887.4120092010126     -574.4386242674664      -215.275634765625      917.5446996307001     -587.9420422362164      -215.199462890625      902.4665135955438     -581.2170056151226      -215.275634765625
"Well 6"    "Well_6_stages"           18       3378.97509765625        3411.9150390625         32.93994140625     "19"   "Well 6"      922.1120214080438     -589.9765270994976       -215.17333984375      952.1842259978876     -603.4184826659039        -215.1884765625      937.1510839080438     -596.6906994627789      -215.148193359375
"Well 6"    "Well_6_stages"           19        3416.9150390625      3449.989990234375        33.074951171875     "18"   "Well 6"      956.7524022674188     -605.4507092284039      -215.176025390625      987.0736302947626     -618.6547497557476        -214.7685546875      971.8991307830438     -612.0838879393414            -214.921875
"Well 6"    "Well_6_stages"           20      3454.989990234375        3488.1298828125        33.139892578125     "17"   "Well 6"      991.6748265838251     -620.6115979002789      -214.770263671875      1022.187888107263     -633.5417736815289      -214.695556640625      1006.922995529138     -627.0966442869976      -214.776123046875
"Well 6"    "Well_6_stages"           21        3493.1298828125      3525.789794921875        32.659912109375     "16"   "Well 6"      1026.794089279138     -635.4865368651226      -214.671142578125      1056.509604415856     -649.0294445799664       -214.47021484375      1041.697958908044     -642.1540783690289       -214.57568359375
"Well 6"    "Well_6_stages"           22      3530.789794921875          3563.46484375        32.675048828125     "15"   "Well 6"      1061.034384689294     -651.1566418455914       -214.47509765625      1090.552695236169     -665.1666516112164      -214.684326171875      1075.799765548669     -658.1488293455914      -214.560791015625
"Well 6"    "Well_6_stages"           23          3568.46484375       3601.47998046875         33.01513671875     "14"   "Well 6"      1095.063437423669     -667.3230847166851       -214.73486328125      1124.857138595544     -681.5383557127789       -215.22412109375      1109.956625900231     -674.4406994627789        -214.9130859375
"Well 6"    "Well_6_stages"           24       3606.47998046875               3637.625         31.14501953125     "13"   "Well 6"      1129.370444259606     -683.6881970213726         -215.318359375      1157.535483322106     -696.9791516112164       -215.26904296875      1143.447592697106     -690.3438977049664      -215.358642578125
"Well 6"    "Well_6_stages"           25               3642.625      3673.155029296875        30.530029296875     "12"   "Well 6"      1162.070029220544     -699.0851086424664       -215.21923828125      1189.798422775231     -711.8498791502789      -214.729736328125      1175.939413986169     -705.4584606932476      -215.019287109375
"Well 6"    "Well_6_stages"           26      3678.155029296875       3710.39990234375        32.244873046875     "11"   "Well 6"      1194.331625900231     -713.9541271971539      -214.581298828125      1223.413901290856     -727.8547009276226      -213.875732421875      1208.948935470544     -720.7392834471539       -214.10302734375
"Well 6"    "Well_6_stages"           27       3715.39990234375       3747.85498046875           32.455078125     "10"   "Well 6"      1227.895102462731     -730.0714367674664       -213.81298828125      1256.892538986169     -744.6454724119976        -213.8466796875      1242.409506759606     -737.3263806151226       -213.75341796875
"Well 6"    "Well_6_stages"           28       3752.85498046875      3769.929931640625        17.074951171875      "9"   "Well 6"      1261.356039962731     -746.8984020994976        -213.8603515625      1276.612387618981     -754.5649060057476      -213.714111328125      1268.984213790856     -750.7316540526226      -213.787353515625
"Well 6"    "Well_6_stages"           29      3774.929931640625      3785.164794921875         10.23486328125      "9"   "Well 6"      1281.079916915856     -756.8098400877789       -213.67138671875      1290.274863204919     -761.3031872557476      -213.629150390625      1285.654013595544     -759.1041516112164      -213.629150390625
"Well 6"    "Well_6_stages"           30      3790.164794921875         3822.919921875        32.755126953125      "8"   "Well 6"      1294.789633712731     -763.4518078612164      -213.629150390625      1324.465414962731     -777.3075817869976       -213.32763671875      1309.577963790856     -770.4896496580914      -213.629150390625
"Well 6"    "Well_6_stages"           31         3827.919921875      3860.969970703125        33.050048828125      "7"   "Well 6"      1329.013144454919     -779.3830212401226      -213.227294921875      1359.054892501794     -793.1553601073101      -213.189208984375      1344.037070236169     -786.2605847166851      -213.108642578125
"Well 6"    "Well_6_stages"           32      3865.969970703125        3898.5048828125        32.534912109375      "6"   "Well 6"      1363.601401290856     -795.2353161619976      -213.171142578125      1393.196616134606     -808.7377575682476      -212.611083984375      1378.405722579919     -801.9726208494976      -212.906982421875
"Well 6"    "Well_6_stages"           33        3903.5048828125       3935.43505859375         31.93017578125      "5"   "Well 6"      1397.736777267419     -810.8297985838726       -212.50537109375      1426.626791915856     -824.4153698729351       -212.27880859375      1412.233237228356     -817.5097302244976      -212.168212890625
"Well 6"    "Well_6_stages"           34       3940.43505859375      3972.920166015625        32.485107421875      "4"   "Well 6"      1431.133627853356     -826.5804089354351      -212.318115234375      1460.511435470544     -840.4433239744976       -212.26513671875      1445.807578048669     -833.5430554198101      -212.338623046875
"Well 6"    "Well_6_stages"           35      3977.920166015625      4011.010009765625            33.08984375      "3"   "Well 6"      1465.032309493981     -842.5773571776226      -212.299072265625      1494.933920822106     -856.7260388182476      -213.076904296875      1479.963217697106     -849.6927136229351        -212.7177734375
"Well 6"    "Well_6_stages"           36      4016.010009765625        4049.7548828125        33.744873046875      "2"   "Well 6"      1499.474692306481     -858.8174694823101       -213.16064453125      1530.224448165856     -872.7079724119976      -213.327392578125      1514.802573165856     -865.8643444823101      -213.424560546875
"Well 6"    "Well_6_stages"           37        4054.7548828125      4085.595458984375        30.840576171875      "1"   "Well 6"      1534.794516525231     -874.7360485838726      -213.298583984375      1563.058188400231     -887.0498913573101         -212.529296875      1548.918539962731     -880.9134167479351       -212.97607421875
"Well 6"    "Well_6_stages"           38                      0                      0                      0       ""   "Well 6"       12.0399999236688      251.7200061036274        2066.6201171875       12.0399999236688      251.7200061036274        2066.6201171875       12.0399999236688      251.7200061036274        2066.6201171875
