Well          IntervalSet        Index                 MD_Top[m]              MD_Bottom[m]                 Length[m]  Interval  ParentWell                  X_Top[m]                  Y_Top[m]                  Z_Top[m]               X_Bottom[m]               Y_Bottom[m]               Z_Bottom[m]               X_Center[m]               Y_Center[m]               Z_Center[m]
"Well B"    "Well_B_stages"           64                   4748                 4748.5                    0.5     "64"   "Well B"     -210.7033286915394      1438.566854575649     -2526.721728515625     -210.6950584278675      1439.065878013149     -2526.692431640625     -210.6991935597034      1438.816366294399     -2526.707080078125
"Well B"    "Well_B_stages"           65                   4729                 4729.5                    0.5     "65"   "Well B"     -210.8373924122425      1419.583456138149     -2527.437548828125     -210.8364311085315      1420.083334067836     -2527.424365234375     -210.8369193897815      1419.833334067836      -2527.43095703125
"Well B"    "Well_B_stages"           66                   4709                 4709.5                    0.5     "66"   "Well B"     -210.8217368946644      1399.590536216274      -2527.78837890625     -210.8284507618519      1400.090414145961      -2527.80009765625     -210.8250938282581      1399.840414145961      -2527.79423828125
"Well B"    "Well_B_stages"           67                   4688                 4688.5                    0.5     "67"   "Well B"     -210.5396018848987      1378.598348716274     -2527.290087890625     -210.5463310108753      1379.098226645961     -2527.301806640625     -210.5429740772815      1378.848226645961     -2527.295947265625
"Well B"    "Well_B_stages"           68                   4668                 4668.5                    0.5     "68"   "Well B"     -210.5099845753284      1358.600301841274     -2527.100634765625     -210.5090232716175      1359.100301841274       -2527.1033203125     -210.5095115528675      1358.850301841274      -2527.10185546875
"Well B"    "Well_B_stages"           69                   4649                 4649.5                    0.5     "69"   "Well B"     -210.6497093067737      1339.601766685024      -2527.07255859375     -210.6398521290394      1340.101644614711     -2527.068896484375     -210.6447807179065      1339.851766685024     -2527.070849609375
"Well B"    "Well_B_stages"           70                   4629                 4629.5                    0.5     "70"   "Well B"     -211.0441184864612      1319.606283286586     -2527.222705078125     -211.0342613087269      1320.106161216274     -2527.218798828125      -211.039189897594      1319.856161216274     -2527.220751953125
"Well B"    "Well_B_stages"           71                   4609                 4609.5                    0.5     "71"   "Well B"     -211.2766013966175      1299.609579185024       -2527.0017578125     -211.2715354786487      1300.109457114711      -2527.00908203125     -211.2740684376331      1299.859457114711     -2527.005419921875
"Well B"    "Well_B_stages"           72                   4589                 4589.5                    0.5     "72"   "Well B"     -211.5165000782581      1279.612508872524       -2526.8826171875     -211.5090843067737      1280.112386802211      -2526.87919921875     -211.5127921925159      1279.862508872524     -2526.880908203125
"Well B"    "Well_B_stages"           73                   4569                 4569.5                    0.5     "73"   "Well B"     -211.8131919727894      1259.615194419399     -2527.022509765625      -211.805776201305      1260.115072349086      -2527.01884765625     -211.8094840870472      1259.865194419399     -2527.020556640625
"Well B"    "Well_B_stages"           74                   4549                 4549.5                    0.5     "74"   "Well B"     -211.9277854786487      1239.616415122524     -2526.857470703125       -211.92516096693      1240.116293052211        -2526.862109375     -211.9264732227894      1239.866415122524      -2526.85966796875
"Well B"    "Well_B_stages"           75                   4530                 4530.5                    0.5     "75"   "Well B"     -212.0194450245472      1220.617025474086      -2526.75712890625     -212.0172630177112      1221.117025474086       -2526.7576171875     -212.0183616505237      1220.867025474086     -2526.757373046875
"Well B"    "Well_B_stages"           76                   4510                 4510.5                    0.5     "76"   "Well B"     -212.1068321095081      1200.617269614711       -2526.7361328125     -212.1045280323597      1201.117147544399      -2526.73662109375     -212.1056114063831      1200.867269614711     -2526.736376953125
"Well B"    "Well_B_stages"           77                   4491                 4491.5                    0.5     "77"   "Well B"     -212.4317832813831      1181.620443442836     -2526.868701171875     -212.4232383595081      1182.120321372524     -2526.865283203125     -212.4275108204456      1181.870443442836       -2526.8669921875
"Well B"    "Well_B_stages"           78                   4471                 4471.5                    0.5     "78"   "Well B"     -212.7317710743519      1161.625692466274      -2527.17119140625     -212.7253166065784      1162.125570395961     -2527.159716796875     -212.7285362110706      1161.875570395961     -2527.165576171875
"Well B"    "Well_B_stages"           79                   4450                 4450.5                    0.5     "79"   "Well B"      -212.967168413219      1140.632406333461         -2527.61015625     -212.9692741261097      1141.132406333461         -2527.61015625     -212.9682212696644      1140.882406333461         -2527.61015625
"Well B"    "Well_B_stages"           80                   4430                 4430.5                    0.5     "80"   "Well B"     -212.8833976612659      1120.632528403774         -2527.61015625     -212.8855033741565      1121.132528403774         -2527.61015625     -212.8844505177112      1120.882528403774         -2527.61015625
"Well B"    "Well_B_stages"           81                   4410                 4410.5                    0.5     "81"   "Well B"     -212.7698570118519      1100.642538169399      -2528.11259765625      -212.773076616344      1101.142171958461       -2528.0935546875     -212.7714591847034      1100.892294028774     -2528.103076171875
"Well B"    "Well_B_stages"           82                   4391                 4391.5                    0.5     "82"   "Well B"     -212.5128532276722      1081.658285239711      -2528.68876953125     -212.5372672901722      1082.157674888149     -2528.693408203125     -212.5250602589222      1081.908041099086     -2528.690966796875
"Well B"    "Well_B_stages"           83                   4371                 4371.5                    0.5     "83"   "Well B"     -211.5358939991565      1061.683065513149     -2528.507373046875     -211.5603233204456      1062.182333091274     -2528.511767578125     -211.5481162891956      1061.932699302211       -2528.5095703125
"Well B"    "Well_B_stages"           84                   4351                 4351.5                    0.5     "84"   "Well B"     -210.5614219532581      1041.707357505336     -2528.348193359375     -210.5857597218128      1042.206747153774      -2528.35185546875     -210.5735832081409      1041.957113364711      -2528.34990234375
"Well B"    "Well_B_stages"           85                   4331                 4331.5                    0.5     "85"   "Well B"     -209.6103111134144      1021.734335044399      -2528.44072265625     -209.6325431690784      1022.233480552211       -2528.4216796875     -209.6214347706409      1021.983907798305     -2528.431201171875
"Well B"    "Well_B_stages"           86                   4311                 4311.5                    0.5     "86"   "Well B"     -208.7211356983753      1001.768758872524       -2529.2048828125     -208.7433677540394      1002.267904380336      -2529.18583984375     -208.7322593556019       1002.01833162643     -2529.195361328125
"Well B"    "Well_B_stages"           87                   4290                 4290.5                    0.5     "87"   "Well B"     -207.5598045216175      980.8050137553364      -2529.13701171875     -207.5885825977894      981.3041592631489     -2529.143115234375     -207.5741935597034      981.0545865092427     -2529.140185546875
"Well B"    "Well_B_stages"           88                   4270                 4270.5                    0.5     "88"   "Well B"     -206.5606132374378      960.8317471537739      -2528.95048828125     -206.5804954395862      961.3313199076802      -2528.95341796875     -206.5705619679065      961.0815030131489        -2528.951953125
"Well B"    "Well_B_stages"           89                   4250                 4250.5                    0.5     "89"   "Well B"     -205.7649741993519      940.8479214701802     -2528.832080078125     -205.7848564015003      941.3474942240864     -2528.835009765625     -205.7749076710315      941.0977383647114     -2528.833544921875
"Well B"    "Well_B_stages"           90                   4230                 4230.5                    0.5     "90"   "Well B"     -205.0002189503284      920.8644619975239         -2528.55546875     -205.0193229542347      921.3640347514302     -2528.562548828125     -205.0097709522815      921.1142788920552     -2528.559130859375
"Well B"    "Well_B_stages"           91                   4210                 4210.5                    0.5     "91"   "Well B"      -204.226689897594      900.8803921733052       -2528.4587890625     -204.2462364063831      901.3800259623677      -2528.45732421875      -204.236455522594      901.1302090678364     -2528.458056640625
"Well B"    "Well_B_stages"           92                   4190                 4190.5                    0.5     "92"   "Well B"     -203.4264884815784      880.8966885600239      -2528.49541015625     -203.4513450489612      881.3960782084614     -2528.501513671875     -203.4389091358753      881.1463833842427     -2528.498583984375
"Well B"    "Well_B_stages"           93                   4170                 4170.5                    0.5     "93"   "Well B"     -202.4321189747425      860.9228726420552      -2528.25810546875     -202.4569908009144      861.4222012553364      -2528.26396484375     -202.4445548878284      861.1725064311177      -2528.26103515625
"Well B"    "Well_B_stages"           94                   4150                 4150.5                    0.5     "94"   "Well B"     -201.2811485157581      840.9575406108052         -2528.30546875     -201.3121085987659      841.4565640483052     -2528.300341796875     -201.2966209278675      841.2070523295552     -2528.302783203125
"Well B"    "Well_B_stages"           95                   4133                 4133.5                    0.5     "95"   "Well B"     -200.2018180714222      823.9937954936177       -2528.5291015625     -200.2376457081409      824.4922696147114      -2528.51494140625     -200.2197318897815      824.2430020365864     -2528.522021484375
"Well B"    "Well_B_stages"           96                   4114                 4114.5                    0.5     "96"   "Well B"     -198.8405967579456      805.0500088725239           -2529.059375     -198.8764091358753      805.5485440287739     -2529.045458984375      -198.858510576305      805.2992764506489       -2529.0525390625
"Well B"    "Well_B_stages"           97                   4094                 4094.5                    0.5     "97"   "Well B"     -197.6312003956409      785.1097622904927      -2529.96806640625     -197.6582847462269      785.6082364115864     -2529.940478515625     -197.6447502003284      785.3590298686177      -2529.95439453125
"Well B"    "Well_B_stages"           98                   4074                 4074.5                    0.5     "98"   "Well B"     -196.5309043751331      765.1668301615864     -2530.985888671875     -196.5602012501331      765.6657315287739     -2530.969775390625     -196.5455528126331      765.4162808451802      -2530.97783203125
"Well B"    "Well_B_stages"           99                   4054                 4054.5                    0.5     "99"   "Well B"     -195.3593345509144      745.2116299662739        -2531.631640625     -195.3886161671253      745.7105313334614      -2531.61552734375     -195.3739829884144      745.4610806498677     -2531.623583984375
"Well B"    "Well_B_stages"          100                   4033                 4033.5                    0.5    "100"   "Well B"     -194.3785148487659      724.2467862162739     -2532.334521484375     -194.3999534473987      724.7460537943989     -2532.317431640625     -194.3892417774769      724.4964200053364       -2532.3259765625
"Well B"    "Well_B_stages"          101                   4013                 4013.5                    0.5    "101"   "Well B"     -193.6828513966175      704.2679043803364       -2532.8357421875     -193.6926322804065      704.7677823100239      -2532.83134765625     -193.6877494679065      704.5178433451802     -2532.833544921875
"Well B"    "Well_B_stages"          102                   3993                 3993.5                    0.5    "102"   "Well B"     -193.2919364796253      684.2724209818989        -2533.006640625     -193.3017173634144      684.7723599467427     -2533.002490234375     -193.2968192921253      684.5224209818989          -2533.0046875
"Well B"    "Well_B_stages"          103                   3973                 3973.5                    0.5    "103"   "Well B"     -192.7218986378284      664.2809659037739      -2532.93583984375     -192.7366386280628      664.7807217631489         -2532.93828125     -192.7292686329456      664.5308438334614     -2532.937060546875
"Well B"    "Well_B_stages"          104                   3953                 3953.5                    0.5    "104"   "Well B"     -192.3687034473987      644.2874966654927      -2533.05107421875     -192.3702598438831      644.7874356303364        -2533.041796875     -192.3694816456409      644.5374966654927     -2533.046435546875
"Well B"    "Well_B_stages"          105                   3933                 3933.5                    0.5    "105"   "Well B"     -192.3076988087269      624.2912198100239        -2533.428515625     -192.3074546681019      624.7910977397114     -2533.418505859375     -192.3066612110706      624.5410977397114     -2533.423388671875
"Well B"    "Well_B_stages"          106                   3913                 3913.5                    0.5    "106"   "Well B"     -193.1553092823597      604.3175869975239     -2534.007861328125     -193.1341300831409      604.8169156108052     -2533.993212890625     -193.1447196827503      604.5672207865864     -2534.000537109375
"Well B"    "Well_B_stages"          107                   3893                 3893.5                    0.5    "107"   "Well B"     -194.1216789112659      584.3554898295552     -2534.748583984375      -194.095098100719      584.8543301615864      -2534.72685546875     -194.1083885059925      584.6049405131489      -2534.73759765625
"Well B"    "Well_B_stages"          108                   3873                 3873.5                    0.5    "108"   "Well B"     -195.2732139454456      564.4094449076802        -2535.619921875     -195.2250724659534      564.9066372904927          -2535.5984375      -195.249135576305      564.6580410990864       -2535.6091796875
"Well B"    "Well_B_stages"          109                   3853                 3853.5                    0.5    "109"   "Well B"     -197.1987663136097      544.5210171733052      -2536.48173828125     -197.1506248341175      545.0182095561177      -2536.46025390625      -197.174687944469      544.7696133647114      -2536.47099609375
"Well B"    "Well_B_stages"          110                   3833                 3833.5                    0.5    "110"   "Well B"     -200.0925651417347      524.7520962748677     -2536.975634765625     -200.0074668751331      525.2447720561177     -2536.968310546875     -200.0500236378284      524.9984341654927      -2536.97197265625
"Well B"    "Well_B_stages"          111                   3813                 3813.5                    0.5    "111"   "Well B"     -203.4435020313831       505.037344077602      -2537.27373046875     -203.3647819386097      505.5310574565083     -2537.266650390625     -203.4041343556019      505.2842007670552     -2537.270068359375
"Well B"    "Well_B_stages"          112                   3793                 3793.5                    0.5    "112"   "Well B"     -206.5925498829456      485.2889615092427     -2537.563525390625     -206.5138145313831      485.7826443705708       -2537.5564453125     -206.5531822071644      485.5357876811177      -2537.55986328125
