# WELL TRACE FROM FRACMAN
# WELL NAME:              Well C
# WELL HEAD X-COORDINATE: 13.5717164 (m)
# WELL HEAD Y-COORDINATE: 7.5019878 (m)
# WELL DATUM (KB, Kelly bushing, from MSL): 910.7 (m)
# WELL TYPE:              UNDEFINED
# MD AND TVD ARE REFERENCED (=0) AT WELL DATUM AND INCREASE DOWNWARDS
# XYZ TRACE IS GIVEN IN COORDINATE SYSTEM <Undefined>
# DEPTH (Z, tvd_z) GIVEN IN m-UNITS
# MD IS NOT EXACT (TRACE WAS NOT IMPORTED WITH MD-DATA)
#======================================================================================================================================
      MD              X              Y             Z           
 3303.589932      46.904518     101.161908   -2366.958691
 3313.250007      46.961479     106.341984   -2375.112256
 3322.890064      46.870731     111.932370   -2382.965283
 3332.529980      46.655636     117.912373   -2390.523145
 3342.180023      46.494041     124.209446   -2397.833691
 3351.810034      46.440331     130.757161   -2404.894971
 3361.430062      46.376896     137.487599   -2411.768262
 3371.060045      46.380585     144.536213   -2418.329785
 3380.700076      46.437454     151.777027   -2424.693555
 3390.329924      46.431019     159.152897   -2430.884717
 3399.979933      46.464905     166.620442   -2436.996777
 3409.650066      46.638657     174.161030   -2443.048291
 3419.230039      46.881363     181.675221   -2448.985791
 3428.890039      47.165688     189.248707   -2454.975537
 3438.540019      47.459835     196.802449   -2460.973584
 3448.189991      47.813641     204.360981   -2466.962354
 3457.839981      48.245907     212.044514   -2472.784619
 3467.460068      48.568085     219.861882   -2478.382031
 3477.079930      48.820438     227.891865   -2483.673291
 3486.709964      48.995186     236.097477   -2488.710645
 3496.360022      49.167877     244.481358   -2493.486035
 3506.000039      49.296379     253.042012   -2497.916455
 3515.640023      49.336044     261.782948   -2501.981396
 3525.310016      49.309616     270.690098   -2505.745801
 3534.950025      49.284565     279.660496   -2509.275830
 3544.600044      49.240479     288.682042   -2512.701123
 3554.239999      49.085030     297.769413   -2515.914258
 3563.889991      48.893990     306.966221   -2518.830518
 3573.569979      48.717926     316.305485   -2521.370068
 3583.219969      48.616676     325.661747   -2523.730664
 3592.760025      48.587467     334.959843   -2525.865430
