X[m],Y[m],Z[m],Magnitude
-124.3446987,1670.171917,-2257,-0.42
-134.3443659,1675.172817,-2285,-0.37
-123.3383406,1748.194454,-2313,-0.36
-288.3568767,1536.124243,-2294,-0.28
384.6550635,1620.185249,-2366,-0.35
-116.3356034,1781.20434,-2304,-0.38
138.6638057,1751.209348,-2337,-0.43
-143.3445142,1674.172041,-2285,-0.3
-131.3437736,1682.174997,-2266,-0.4
-134.3442845,1676.173105,-2286,-0.44
-129.343433,1686.176259,-2246,-0.47
113.6568273,1667.183946,-2335,-0.35
-133.344277,1676.173159,-2285,-0.33
376.6529139,1594.177416,-2324,-0.46
138.6634014,1746.207917,-2344,-0.37
381.653916,1606.181103,-2315,-0.36
378.6535719,1602.179801,-2301,-0.3
379.6530973,1596.178149,-2344,-0.35
380.6547923,1617.184178,-2332,-0.36
-241.3462227,1662.163266,-2254,-0.32
391.6543128,1610.182787,-2293,-0.38
382.6556913,1628.187416,-2289,-0.39
-147.347314,1640.162018,-2243,-0.34
-147.347314,1640.162018,-2244,-0.32
-157.347878,1634.159744,-2251,-0.36
-142.3469506,1644.163444,-2237,-0.3
-149.3456995,1660.167678,-2275,-0.34
394.6548174,1616.184656,-2340,-0.32
-267.3542625,1566.134081,-2268,-0.22
149.6576608,1674.187899,-2343,-0.41
381.655282,1623.185939,-2351,-0.38
382.6546467,1615.183718,-2329,-0.37
389.6558241,1629.188081,-2311,-0.33
-241.3463044,1661.162977,-2255,-0.4
-232.3460739,1663.164043,-2221,-0.41
347.6473057,1527.156754,-2350,-0.37
-211.3547311,1555.133981,-2319,-0.38
393.6576213,1651.194556,-2298,-0.4
-126.3404795,1722.186799,-2294,-0.41
-150.3461958,1654.165893,-2300,-0.39
-147.3460104,1656.166633,-2273,-0.4
-148.34724,1641.162252,-2266,-0.31
388.6554953,1625.186889,-2324,-0.41
395.6576362,1651.194664,-2287,-0.35
390.6596876,1677.201788,-2293,-0.39
409.660631,1687.205657,-2326,-0.4
399.6587904,1665.198862,-2320,-0.44
408.6607842,1689.206172,-2363,-0.27
378.6550987,1621.185207,-2314,-0.31
398.6595058,1674.201367,-2338,-0.31
-732.3824829,1268.02127,-2335,-0.42
390.6547873,1616.184438,-2343,-0.38
128.6613067,1721.200222,-2307,-0.45
-71.33527934,1781.20674,-2293,-0.46
400.6587978,1665.198916,-2321,-0.44
394.6586729,1664.198307,-2290,-0.45
402.659696,1676.202152,-2342,-0.4
394.6582713,1659.196885,-2256,-0.44
-123.3413531,1711.183789,-2267,-0.44
-125.3413678,1711.183681,-2267,-0.4
-222.3409383,1725.182502,-2289,-0.41
-195.3347043,1799.205324,-2270,-0.38
-150.3479068,1633.159836,-2242,-0.33
-113.3400586,1726.18865,-2272,-0.47
-93.33315986,1809.213632,-2291,-0.38
381.6547999,1617.184232,-2330,-0.35
-133.3841056,1187.032179,-2332,-0.34
-128.3828416,1202.036792,-2326,-0.33
-127.3838919,1189.033102,-2302,-0.36
-122.3826282,1204.037714,-2310,-0.3
387.6584603,1662.197359,-2295,-0.47
-200.3529332,1576.140651,-2305,-0.27
-201.3526145,1580.141752,-2371,-0.3
-182.350023,1610.151454,-2281,-0.35
-178.3487697,1625.156002,-2318,-0.35
140.6983442,2178.331704,-2330,-0.34
376.6529139,1594.177416,-2323,-0.27
372.6540088,1608.181181,-2323,-0.34
-248.3456214,1670.165199,-2275,-0.3
-717.3877331,1203.003107,-2331,-0.19
-242.34427,1686.170151,-2272,-0.38
-114.3813395,1219.042498,-2309,-0.4
-91.3748,1297.066283,-2399,-0.39
-73.3357003,1776.205194,-2259,-0.39
379.6535795,1602.179856,-2304,-0.41
379.654142,1609.181847,-2352,-0.37
382.6542449,1610.182296,-2283,-0.42
-74.33603276,1772.203989,-2278,-0.35
-264.3501534,1616.148711,-2342,-0.42
384.6549831,1619.184965,-2301,-0.3
394.6582713,1659.196885,-2334,-0.37
393.6573803,1648.193702,-2312,-0.36
403.6577761,1652.195382,-2288,-0.36
-216.355096,1551.13255,-2340,-0.34
-725.3826727,1265.020792,-2361,-0.33
-209.3555317,1545.131202,-2293,-0.36
392.6570515,1644.192511,-2334,-0.35
410.6629667,1716.213955,-2294,-0.42
-207.3547003,1555.134201,-2322,-0.36
-243.3451758,1675.166916,-2255,-0.32
-73.33537505,1780.206346,-2304,-0.32
-223.3584969,1510.120317,-2350,-0.31
-244.346,1665.16397,-2228,-0.38
-208.3515255,1594.145412,-2346,-0.32
384.6550635,1620.185249,-2302,-0.37
-66.33516204,1782.207295,-2287,-0.37
370.6527077,1592.176519,-2321,-0.37
380.6536674,1603.180195,-2301,-0.4
377.6536447,1603.180031,-2365,-0.34
394.658191,1658.196601,-2256,-0.38
-222.3570197,1528.125573,-2322,-0.37
-71.33560457,1777.205589,-2258,-0.29
-234.3571943,1527.124621,-2368,-0.28
-198.3500625,1611.150869,-2393,-0.3
-65.33531743,1780.206772,-2305,-0.31
-250.3609128,1483.111014,-2347,-0.29
-215.3563126,1536.128271,-2345,-0.33
-226.3567241,1532.126508,-2309,-0.28
-198.3516126,1592.145382,-2324,-0.27
-51.33001573,1844.225933,-2271,-0.34
-77.33524122,1782.206708,-2289,-0.32
-74.33538225,1780.206292,-2305,-0.3
-72.33569308,1776.205247,-2266,-0.24
384.6550635,1620.185249,-2304,-0.25
-73.3357003,1776.205194,-2257,-0.28
-59.32950331,1851.227524,-2314,-0.31
383.6561808,1634.189177,-2323,-0.32
-67.33053527,1839.223648,-2302,-0.3
410.6602369,1682.20429,-2333,-0.27
-72.33569308,1776.205247,-2264,-0.27
387.6558091,1629.187973,-2340,-0.25
-731.3830536,1261.019278,-2320,-0.26
-72.3358557,1774.204672,-2276,-0.29
100.6422409,1488.131946,-2258,-0.27
-72.33577439,1775.20496,-2265,-0.32
370.6529488,1595.177372,-2311,-0.28
-59.33015354,1843.225222,-2285,-0.28
371.6540013,1608.181126,-2322,-0.28
-98.37738035,1266.056955,-2320,-0.28
-96.37711964,1269.057934,-2313,-0.22
-97.37761619,1263.056148,-2346,-0.28
391.6581687,1658.196438,-2333,-0.35
-213.3412804,1720.181541,-2260,-0.29
381.6547195,1616.183948,-2331,-0.31
-227.3404034,1732.184256,-2304,-0.28
-74.33538225,1780.206292,-2296,-0.34
-72.33504261,1784.20755,-2299,-0.37
380.6546316,1615.183609,-2329,-0.31
377.6550109,1620.184868,-2339,-0.35
-84.37474242,1297.066681,-2313,-0.3
143.666025,1778.217345,-2325,-0.31
-97.37761619,1263.056148,-2341,-0.27
377.6538054,1605.1806,-2366,-0.21
77.64133217,1479.128089,-2290,-0.24
-73.33708259,1759.2003,-2228,-0.31
396.6570011,1643.192443,-2256,-0.37
373.6520071,1583.174122,-2291,-0.29
-85.37767931,1261.056259,-2328,-0.25
-156.3477075,1636.160375,-2284,-0.17
-733.3816639,1278.02414,-2324,-0.19
-736.3821025,1273.022505,-2368,0.64
-122.343544,1684.176061,-2236,-0.23
-95.3444017,1671.173776,-2309,-0.27
-130.3438476,1681.174763,-2266,-0.33
-130.3437662,1682.175051,-2264,-0.29
-224.3409529,1725.182395,-2291,-0.28
-131.3436921,1683.175286,-2262,-0.33
371.6527153,1592.176573,-2321,-0.29
380.6534263,1600.179342,-2334,-0.24
378.6531701,1597.178379,-2323,-0.35
377.6537251,1604.180316,-2364,-0.33
378.6536523,1603.180086,-2296,-0.28
387.6557288,1628.187688,-2333,-0.3
137.6633941,1746.207863,-2344,-0.27
127.6629171,1741.205896,-2330,-0.28
381.6546392,1615.183663,-2328,-0.32
-241.3432826,1698.173674,-2293,-0.33
380.6550334,1620.185031,-2308,-0.34
116.650943,1594.163197,-2315,-0.33
-249.3446486,1682.168615,-2285,-0.34
-244.3451016,1676.167151,-2247,-0.34
-240.3445819,1682.169102,-2298,-0.34
367.6539711,1608.180908,-2333,-0.3
128.6519238,1605.167003,-2305,-0.3
105.6428465,1495.134229,-2282,-0.33
407.661098,1693.207255,-2324,-0.35
389.6555028,1625.186944,-2323,-0.34
385.6559548,1631.188433,-2325,-0.32
398.6607908,1690.205917,-2354,-0.26
400.6595206,1674.201475,-2276,-0.27
392.6593007,1672.200474,-2330,-0.25
-248.3464383,1660.162308,-2247,-0.27
-247.3451239,1676.166989,-2260,-0.28
391.6561604,1633.189328,-2302,-0.29
-190.3521227,1585.143799,-2312,-0.25
376.652271,1586.17514,-2291,-0.24
367.6541318,1610.181477,-2325,-0.29
-68.33533904,1780.206612,-2288,-0.25
-203.3340274,1808.207498,-2271,-0.22
373.6520071,1583.174122,-2291,-0.43
393.6579426,1655.195693,-2341,-0.37
377.6534036,1600.179178,-2304,-0.39
377.6535644,1602.179747,-2303,-0.35
369.6535843,1603.179594,-2343,-0.34
378.652929,1594.177525,-2322,-0.34
381.6533535,1599.179112,-2301,-0.28
374.6541846,1610.181859,-2304,-0.35
392.654481,1612.18341,-2347,-0.36
373.6545789,1615.183227,-2304,-0.28
-121.3386517,1744.193409,-2256,-0.35
-222.3570197,1528.125573,-2322,-0.39
-214.3558967,1541.129771,-2287,-0.39
-102.3784716,1253.052982,-2309,-0.38
-124.3425003,1697.1797,-2266,-0.42
-252.34704,1653.160066,-2223,-0.33
378.652929,1594.177525,-2321,-0.44
383.6548953,1618.184626,-2325,-0.33
381.6548802,1618.184517,-2275,-0.38
379.6533384,1599.179002,-2334,-0.38
149.6655831,1772.215948,-2305,-0.29
146.6645914,1760.212353,-2349,-0.4
-253.3526846,1584.140056,-2280,-0.35
-246.3456066,1670.165308,-2228,-0.35
429.6667168,1761.227762,-2324,-0.31
397.6583739,1660.197332,-2334,-0.43
109.6430396,1497.135024,-2253,-0.4
109.6430396,1497.135024,-2253,-0.4
-243.3463193,1661.162868,-2259,-0.35
92.64112578,1475.127776,-2271,-0.3
375.6538707,1606.180776,-2317,-0.48
-135.3850186,1176.028893,-2316,-0.45
-73.37188687,1331.077095,-2305,-0.46
400.6576734,1651.194935,-2287,-0.39
391.6560801,1632.189043,-2300,-0.44
399.6587101,1664.198578,-2321,-0.41
400.6586372,1663.198347,-2312,-0.41
401.659528,1674.201529,-2327,-0.4
390.6583219,1660.196953,-2313,-0.46
-89.34517058,1661.171221,-2283,-0.45
394.658191,1658.196601,-2332,-0.44
394.6570665,1644.192619,-2318,-0.39
386.6572477,1647.193038,-2299,-0.46
-728.3812089,1283.025889,-2358,-0.39
-133.3446028,1672.172006,-2240,-0.37
-134.3455061,1661.16878,-2276,-0.39
388.6556559,1627.187458,-2332,-0.35
380.654712,1616.183893,-2331,-0.35
379.6547848,1617.184123,-2331,-0.41
380.6541495,1609.181902,-2289,-0.41
382.6559323,1631.188269,-2337,-0.41
-142.3469506,1644.163444,-2286,-0.4
378.6538934,1606.180939,-2352,-0.38
376.6530746,1596.177985,-2325,-0.4
-146.3465733,1649.164669,-2248,-0.47
-138.3461876,1653.166257,-2263,-0.42
-133.3461502,1653.166528,-2238,-0.38
-153.3483368,1628.15823,-2265,-0.43
124.6613583,1722.200293,-2314,-0.46
-272.3520939,1593.141619,-2266,-0.44
99.64360927,1505.136762,-2326,-0.44
88.64344275,1504.135866,-2310,-0.44
94.64413713,1512.138491,-2331,-0.42
370.6529488,1595.177372,-2312,-0.42
89.64369345,1507.136781,-2340,-0.45
-216.3404863,1730.184269,-2261,-0.3
-247.3460224,1665.163808,-2276,-0.39
-222.3405301,1730.183947,-2270,-0.41
376.6528335,1593.177131,-2271,-0.36
-230.3433646,1696.17369,-2266,-0.42
402.6598566,1678.202721,-2340,-0.39
354.6467968,1520.155147,-2361,-0.33
404.6605138,1686.205103,-2349,-0.36
-245.3451907,1675.166808,-2256,-0.37
382.6564948,1638.190261,-2312,-0.38
395.6577165,1652.194949,-2290,-0.35
387.6567732,1641.191386,-2300,-0.36
377.6536447,1603.180031,-2296,-0.26
376.6533961,1600.179123,-2327,-0.34
-73.3745706,1298.067596,-2319,-0.36
-248.3464383,1660.162308,-2245,-0.43
374.654265,1611.182144,-2341,-0.44
378.6534112,1600.179232,-2306,-0.44
-76.37557126,1286.06397,-2347,-0.4
-48.36989506,1353.08484,-2312,-0.4
-69.37535088,1288.064945,-2289,-0.44
388.6557363,1628.187743,-2332,-0.43
384.6540993,1608.181836,-2316,-0.45
373.6524893,1589.175829,-2316,-0.43
391.6548751,1617.184777,-2344,-0.44
410.6597552,1676.202584,-2359,-0.41
410.6612004,1694.207701,-2364,-0.39
-248.3466017,1658.161729,-2267,-0.45
-253.3467207,1657.161169,-2267,-0.43
375.6518616,1581.173663,-2299,-0.46
-170.3902078,1116.009554,-2310,-0.43
-240.3462969,1661.163031,-2255,-0.36
-250.3456363,1670.165091,-2282,-0.38
-172.3899804,1119.010303,-2320,-0.39
97.64270318,1494.133499,-2300,-0.31
372.6519191,1582.173783,-2293,-0.48
376.652271,1586.17514,-2292,-0.46
377.6534036,1600.179178,-2304,-0.49
-249.3457106,1669.164856,-2284,-0.37
-247.3455323,1671.165543,-2279,-0.39
-240.3454802,1671.165922,-2271,-0.47
378.6535719,1602.179801,-2302,-0.48
377.6538858,1606.180885,-2308,-0.45
377.6529215,1594.177471,-2321,-0.46
401.6599295,1679.202951,-2314,-0.39
409.6599084,1678.203099,-2290,-0.49
403.6602655,1683.204196,-2314,-0.47
391.6564817,1637.190465,-2278,-0.47
389.6583145,1660.196898,-2289,-0.43
423.6654696,1746.223179,-2283,-0.42
402.6588929,1666.199309,-2288,-0.47
-158.3879851,1142.017754,-2341,-0.48
-257.3459336,1667.163844,-2320,-0.46
374.6528987,1594.177307,-2326,-0.47
377.6530018,1595.177755,-2326,-0.46
375.6533081,1599.178784,-2303,-0.47
377.6534036,1600.179178,-2304,-0.48
367.652685,1592.176355,-2280,-0.49
-247.3470843,1652.160049,-2223,-0.47
-95.34472715,1667.172624,-2324,-0.35
-49.37144737,1334.079318,-2289,-0.46
-55.37125239,1337.079841,-2309,-0.47
-59.37136624,1336.079327,-2323,-0.46
393.6556934,1627.18773,-2325,-0.42
385.6549103,1618.184735,-2365,-0.46
383.6547346,1616.184057,-2326,-0.49
379.6550259,1620.184977,-2309,-0.49
384.6565901,1639.190654,-2323,-0.48
-250.3470251,1653.160175,-2228,-0.45
-229.3399282,1738.185883,-2275,-0.48
-83.37652383,1275.060404,-2340,-0.47
-96.37760789,1263.056206,-2344,-0.49
-736.3826816,1266.020455,-2305,-0.49
389.6567078,1640.19121,-2238,-0.46
374.6512914,1574.171616,-2314,-0.48
-268.3514914,1600.143863,-2336,-0.44
-227.3390156,1749.18917,-2285,-0.46
-249.3466908,1657.161386,-2269,-0.48
-248.3466834,1657.16144,-2268,-0.49
-246.342666,1706.175718,-2244,-0.32
-253.348273,1638.155674,-2216,-0.37
408.6596601,1675.202192,-2334,-0.39
379.654142,1609.181847,-2289,-0.49
383.65369,1603.180359,-2337,-0.25
382.65312,1596.178313,-2281,-0.41
380.653346,1599.179057,-2303,-0.48
374.6524969,1589.175884,-2342,-0.42
375.6533081,1599.178784,-2327,-0.42
376.6521906,1585.174855,-2291,-0.46
-156.3882125,1139.017005,-2321,-0.46
